Author,Latitude,Longitude,Biome,Ecosystem_type,Ecosystem_state,Rs_annual,Rh_annual,Rs_growingseason,Year,SPEI12,SPEI24,SPEI12_y1,SPEI24_y1,Tair,Tsoil_lev1,Tsoil_lev2,VWC_lev1,VWC_lev2,Precip,LAI_high,LAI_low,Soil_type_number,Soil_type_name,Veg_type_hi,Veg_type_low,MODIS_NPP,MODIS_GPP
Zhang,43.633,116.7,Temperate,Grassland,Managed,NA,NA,1.77,2011,-0.361,-0.654,-0.744,-1.069,1.94,3.97,3.62,0.24,0.221,10.81,0,1.37,2,Loamy sand,0,2,256.6,389.2
Zhang,43.633,116.7,Temperate,Grassland,Managed,NA,NA,2.31,2012,0.329,0.029,-0.361,-0.654,0.23,3.98,3.61,0.268,0.25,18.4,0,1.37,2,Loamy sand,0,2,307.8,466.1
Fan,26.5,117.72,Subtropical,Forest,Managed,1140.22,715.61,NA,2010,0.06,-0.783,-1.173,-1.186,18.84,18.79,18.8,0.44,0.44,60.42,4.58,2.97,4,Silt loam,3,10,706.2,1315.8
Feng,37.067,106.5,Temperate,Desert,Unmanaged,NA,NA,0.789,2012,-0.237,-0.721,-0.87,-0.712,8.11,9.48,9.08,0.122,0.206,13.04,0,0.52,3,Sandy loam,0,11,159.7,242.4
Feng,37.067,106.5,Temperate,Desert,Unmanaged,NA,NA,0.954,2012,-0.237,-0.721,-0.87,-0.712,8.11,9.48,9.08,0.122,0.206,13.04,0,0.52,3,Sandy loam,0,11,159.7,242.4
Feng,37.067,106.5,Temperate,Desert,Unmanaged,NA,NA,0.88,2012,-0.237,-0.721,-0.87,-0.712,8.11,9.48,9.08,0.122,0.206,13.04,0,0.52,3,Sandy loam,0,11,159.7,242.4
Wang,45.612,123.858,Temperate,Grassland,Natural,NA,NA,2.376,2011,-0.432,-0.325,-0.109,-0.276,5.46,8.41,8.27,0.291,0.271,14.05,1.64,1.59,3,Sandy loam,19,1,217,377.8
Wang,45.612,123.858,Temperate,Grassland,Natural,NA,NA,2.36,2012,0.118,-0.195,-0.432,-0.325,4.78,7.19,6.77,0.313,0.305,20.4,1.64,1.59,3,Sandy loam,19,1,199.3,348.2
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.68,2008,0.282,0.07,-0.252,-1.204,8.38,10.37,10.29,0.34,0.336,35.37,0,2.63,2,Loamy sand,0,1,465.8,754.7
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.22,2008,0.282,0.07,-0.252,-1.204,8.38,10.37,10.29,0.34,0.336,35.37,0,2.63,2,Loamy sand,0,1,465.8,754.7
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,2.18,2008,0.282,0.07,-0.252,-1.204,8.38,10.37,10.29,0.34,0.336,35.37,0,2.63,2,Loamy sand,0,1,465.8,754.7
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,2.41,2008,0.282,0.07,-0.252,-1.204,8.38,10.37,10.29,0.34,0.336,35.37,0,2.63,2,Loamy sand,0,1,465.8,754.7
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,2.41,2008,0.282,0.07,-0.252,-1.204,8.38,10.37,10.29,0.34,0.336,35.37,0,2.63,2,Loamy sand,0,1,465.8,754.7
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,2.18,2008,0.282,0.07,-0.252,-1.204,8.38,10.37,10.29,0.34,0.336,35.37,0,2.63,2,Loamy sand,0,1,465.8,754.7
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,4.57,2009,0.594,0.57,0.282,0.07,8.84,10.65,10.52,0.358,0.361,39.86,0,2.63,2,Loamy sand,0,1,532.4,862.4
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.26,2009,0.594,0.57,0.282,0.07,8.84,10.65,10.52,0.358,0.361,39.86,0,2.63,2,Loamy sand,0,1,532.4,862.4
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.55,2009,0.594,0.57,0.282,0.07,8.84,10.65,10.52,0.358,0.361,39.86,0,2.63,2,Loamy sand,0,1,532.4,862.4
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.33,2009,0.594,0.57,0.282,0.07,8.84,10.65,10.52,0.358,0.361,39.86,0,2.63,2,Loamy sand,0,1,532.4,862.4
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.55,2009,0.594,0.57,0.282,0.07,8.84,10.65,10.52,0.358,0.361,39.86,0,2.63,2,Loamy sand,0,1,532.4,862.4
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.33,2009,0.594,0.57,0.282,0.07,8.84,10.65,10.52,0.358,0.361,39.86,0,2.63,2,Loamy sand,0,1,532.4,862.4
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,4.06,2010,1.418,1.222,0.594,0.57,9.55,11.9,11.89,0.353,0.357,39.44,0,2.63,2,Loamy sand,0,1,528,903.2
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.12,2010,1.418,1.222,0.594,0.57,9.55,11.9,11.89,0.353,0.357,39.44,0,2.63,2,Loamy sand,0,1,528,903.2
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.12,2010,1.418,1.222,0.594,0.57,9.55,11.9,11.89,0.353,0.357,39.44,0,2.63,2,Loamy sand,0,1,528,903.2
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.26,2010,1.418,1.222,0.594,0.57,9.55,11.9,11.89,0.353,0.357,39.44,0,2.63,2,Loamy sand,0,1,528,903.2
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,2.75,2010,1.418,1.222,0.594,0.57,9.55,11.9,11.89,0.353,0.357,39.44,0,2.63,2,Loamy sand,0,1,528,903.2
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,2.75,2010,1.418,1.222,0.594,0.57,9.55,11.9,11.89,0.353,0.357,39.44,0,2.63,2,Loamy sand,0,1,528,903.2
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.66,2011,0.552,1.224,1.418,1.222,10.12,11.56,11.43,0.32,0.316,30.73,0,2.63,2,Loamy sand,0,1,445.5,825.6
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.46,2011,0.552,1.224,1.418,1.222,10.12,11.56,11.43,0.32,0.316,30.73,0,2.63,2,Loamy sand,0,1,445.5,825.6
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.14,2011,0.552,1.224,1.418,1.222,10.12,11.56,11.43,0.32,0.316,30.73,0,2.63,2,Loamy sand,0,1,445.5,825.6
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,3.07,2011,0.552,1.224,1.418,1.222,10.12,11.56,11.43,0.32,0.316,30.73,0,2.63,2,Loamy sand,0,1,445.5,825.6
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,2.55,2011,0.552,1.224,1.418,1.222,10.12,11.56,11.43,0.32,0.316,30.73,0,2.63,2,Loamy sand,0,1,445.5,825.6
Daigh,41.92,-93.75,Temperate,Agriculture,Managed,NA,NA,2.29,2011,0.552,1.224,1.418,1.222,10.12,11.56,11.43,0.32,0.316,30.73,0,2.63,2,Loamy sand,0,1,445.5,825.6
Wang,49.317,120.05,Temperate,Grassland,Managed,NA,NA,3.23,2011,-0.607,-0.5,-0.18,-0.291,-0.48,5.55,5.25,0.211,0.198,12.41,4.86,1.85,3,Sandy loam,3,2,326.5,525.6
Han,40.317,116.3,Temperate,Agriculture,Managed,NA,NA,0.3,2011,-0.168,-0.157,-0.033,-0.651,10.91,11.56,11.32,0.221,0.244,18.19,2.85,1.75,2,Loamy sand,19,17,377.4,1172.3
Han,40.317,116.3,Temperate,Agriculture,Managed,NA,NA,0.633,2011,-0.168,-0.157,-0.033,-0.651,10.91,11.56,11.32,0.221,0.244,18.19,2.85,1.75,2,Loamy sand,19,17,377.4,1172.3
Han,40.317,116.3,Temperate,Agriculture,Managed,NA,NA,1.23,2011,-0.168,-0.157,-0.033,-0.651,10.91,11.56,11.32,0.221,0.244,18.19,2.85,1.75,2,Loamy sand,19,17,377.4,1172.3
Chen,40.016,116.383,Temperate,Forest,Managed,394,NA,NA,2012,-0.293,-0.53,-0.29,-0.462,11.89,13.4,13.28,0.23,0.22,18.83,1.18,2.11,2,Loamy sand,0,2,NA,NA
Muñoz-Rojas,-22.05,118.116,Subtropical,Grassland,Managed,NA,NA,1.28,2014,-0.016,0.317,0.417,0.611,27.46,31.12,30.98,0.055,0.161,3.84,0,0.69,2,Loamy sand,0,11,22.4,178.8
Muñoz-Rojas,-22.05,118.116,Subtropical,Grassland,Managed,NA,NA,2.04,2014,-0.016,0.317,0.417,0.611,27.46,31.12,30.98,0.055,0.161,3.84,0,0.69,2,Loamy sand,0,11,22.4,178.8
Muñoz-Rojas,-22.05,118.116,Subtropical,Grassland,Managed,NA,NA,1.186,2014,-0.016,0.317,0.417,0.611,27.46,31.12,30.98,0.055,0.161,3.84,0,0.69,2,Loamy sand,0,11,22.4,178.8
Muñoz-Rojas,-22.05,118.116,Subtropical,Grassland,Managed,NA,NA,0.38,2014,-0.016,0.317,0.417,0.611,27.46,31.12,30.98,0.055,0.161,3.84,0,0.69,2,Loamy sand,0,11,22.4,178.8
He,36.95,117.97,Temperate,Agriculture,Managed,1006.63,NA,NA,2012,0.594,0.07,-0.402,-0.566,13.66,14.86,14.75,0.245,0.239,20.85,0,2.21,3,Sandy loam,0,10,NA,NA
Jing,42.4,128.09,Temperate,Forest,Managed,NA,NA,3.0469,2013,1.088,0.507,-0.465,-0.055,2.94,7.2,7.17,0.35,0.349,37.95,4.36,2.92,2,Loamy sand,18,1,622.5,1163.8
Zeng,37.88,114.22,Temperate,Forest,NA,484.39,389.78,NA,2013,0.454,0.656,0.577,0.022,12.13,13,12.86,0.264,0.262,20.35,2.14,2.59,2,Loamy sand,19,1,248.2,663.1
Zeng,37.88,114.22,Temperate,Forest,NA,404.92,280.04,NA,2013,0.454,0.656,0.577,0.022,12.13,13,12.86,0.264,0.262,20.35,2.14,2.59,2,Loamy sand,19,1,248.2,663.1
Zhong,34.298,108.068,Temperate,Agriculture,Managed,NA,NA,0.8,2013,-0.513,0.343,0.995,0.836,14.1,13.32,13.22,0.303,0.3,24.38,0,1.89,3,Sandy loam,0,10,NA,NA
Zhong,34.298,108.068,Temperate,Agriculture,Managed,NA,NA,0.9,2014,-0.564,-0.94,-0.513,0.343,13.27,12.81,12.76,0.317,0.313,29.68,0,1.89,3,Sandy loam,0,10,NA,NA
Han,47.18,128.89,Temperate,Forest,Unmanaged,NA,NA,3.17,2010,0.449,-2.79,-0.216,-3.706,0.51,4.73,4.47,0.355,0.344,25.05,4.57,2.96,2,Loamy sand,18,10,566.6,1038.7
Han,47.18,128.89,Temperate,Forest,Unmanaged,NA,NA,2.98,2011,-0.634,-2.679,0.449,-2.79,0.67,5.14,5.07,0.355,0.353,22.15,4.57,2.96,2,Loamy sand,18,10,542.3,957.4
Han,47.18,128.89,Temperate,Forest,Unmanaged,NA,NA,4.61,2012,-0.1,-3.187,-0.634,-2.679,-0.17,3.91,3.6,0.357,0.353,28.69,4.57,2.96,2,Loamy sand,18,10,544.6,947.4
Han,47.18,128.89,Temperate,Forest,Unmanaged,NA,NA,3.07,2013,0.852,-2.6,-0.1,-3.187,0.5,5.92,5.8,0.358,0.359,28.49,4.57,2.96,2,Loamy sand,18,10,642.3,1179.2
Han,47.18,128.89,Temperate,Forest,Unmanaged,NA,NA,4.48,2014,0.566,-1.895,0.852,-2.6,1.08,6.03,5.98,0.361,0.359,28.35,4.57,2.96,2,Loamy sand,18,10,571.4,925.6
Wang,36.3,111.75,Temperate,Forest,NA,NA,NA,3.11,2012,0.549,-0.179,-0.841,-0.852,11.41,12.49,12.41,0.248,0.233,16.95,2.31,2.03,2,Loamy sand,19,1,NA,NA
Wang,36.3,111.75,Temperate,Forest,NA,NA,NA,2.51,2012,0.549,-0.179,-0.841,-0.852,11.41,12.49,12.41,0.248,0.233,16.95,2.31,2.03,2,Loamy sand,19,1,NA,NA
Hu,30.883,102.966,NA,Forest,Managed,836.34,605.5,3.44,2011,0.854,1.668,1.429,1.567,-0.22,4.06,4.02,0.392,0.392,53.74,4.82,1.45,3,Sandy loam,3,2,564.4,880.9
Hu,30.883,102.966,NA,Forest,Managed,594.14,427.63,2.47,2011,0.854,1.668,1.429,1.567,-0.22,4.06,4.02,0.392,0.392,53.74,4.82,1.45,3,Sandy loam,3,2,564.4,880.9
McPhillips,42.477,-76.485,NA,Urban,NA,1322.76,NA,NA,2015,-0.914,-0.967,-0.215,-0.721,8.54,9.61,9.49,0.361,0.361,31.66,4.16,0.19,3,Sandy loam,5,0,584,915.7
McPhillips,42.477,-76.485,NA,Urban,NA,858.48,NA,NA,2015,-0.914,-0.967,-0.215,-0.721,8.54,9.61,9.49,0.361,0.361,31.66,4.16,0.19,3,Sandy loam,5,0,584,915.7
Wang,35.216,107.666,Temperate,Agriculture,Managed,579,NA,1.42,2013,-0.526,0.241,0.816,0.876,12.37,12.91,12.77,0.238,0.231,19.96,2.3,2.04,2,Loamy sand,19,1,594.1,979.1
Wang,35.216,107.666,Temperate,Agriculture,Managed,681.18,NA,2.34,2013,-0.526,0.241,0.816,0.876,12.37,12.91,12.77,0.238,0.231,19.96,2.3,2.04,2,Loamy sand,19,1,594.1,979.1
Wang,35.216,107.666,Temperate,Agriculture,Managed,586.57,NA,1.48,2014,-0.23,-0.571,-0.526,0.241,11.52,12.29,12.19,0.261,0.256,22.03,2.3,2.04,2,Loamy sand,19,1,568.9,920.8
Wang,35.216,107.666,Temperate,Agriculture,Managed,715.24,NA,2.39,2014,-0.23,-0.571,-0.526,0.241,11.52,12.29,12.19,0.261,0.256,22.03,2.3,2.04,2,Loamy sand,19,1,568.9,920.8
Gupta,56.716,-111.35,Boreal,Forest,Managed,NA,NA,4.6,2012,-0.061,-0.773,-0.907,-1.136,1.8,5.87,5.36,0.618,0.602,19.61,3.62,0.34,6,Sandy clay loam,3,0,NA,NA
Gupta,56.716,-111.35,Boreal,Forest,Managed,NA,NA,5.4,2012,-0.061,-0.773,-0.907,-1.136,1.8,5.87,5.36,0.618,0.602,19.61,3.62,0.34,6,Sandy clay loam,3,0,NA,NA
Gupta,56.716,-111.35,Boreal,Forest,Managed,NA,NA,7.315,2012,-0.061,-0.773,-0.907,-1.136,1.8,5.87,5.36,0.618,0.602,19.61,3.62,0.34,6,Sandy clay loam,3,0,NA,NA
Chen,29.8,112.55,Subtropical,Wetland,NA,725.64,NA,NA,2010,-0.548,-0.8,-0.84,-1.371,17.39,17.93,17.94,0.355,0.356,52.4,1.49,2.75,2,Loamy sand,19,1,568.4,1142.6
Chen,29.8,112.55,Subtropical,Wetland,NA,668.56,NA,NA,2010,-0.548,-0.8,-0.84,-1.371,17.39,17.93,17.94,0.355,0.356,52.4,1.49,2.75,2,Loamy sand,19,1,568.4,1142.6
Luo,44.8,116.033,Temperate,Grassland,Managed,251.67,NA,NA,2014,-0.253,0.144,0.476,0.389,5.01,6.11,5.84,0.206,0.189,8.76,0,0.97,2,Loamy sand,0,2,165.8,254.4
Luo,44.8,116.033,Temperate,Grassland,Managed,NA,NA,0.1797,2015,0.022,-0.155,-0.253,0.144,4.26,5.5,5.27,0.221,0.207,10.43,0,0.97,2,Loamy sand,0,2,176.2,268.5
Sun,-34,140.966,Temperate,Forest,Managed,375,NA,NA,2015,-0.4,-0.456,-0.168,-0.893,18.62,20.82,20.69,0.143,0.186,6.75,0,1.19,2,Loamy sand,2,2,264.6,474.1
Sun,-34,140.966,Temperate,Forest,Managed,598,NA,NA,2015,-0.4,-0.456,-0.168,-0.893,18.62,20.82,20.69,0.143,0.186,6.75,0,1.19,2,Loamy sand,2,2,264.6,474.1
Liu,33.47,112.26,Temperate,Forest,Managed,NA,NA,1.8503,2011,-0.418,-0.177,0.432,-0.043,15.01,14.68,14.6,0.297,0.293,29.99,0.68,2.67,2,Loamy sand,0,1,398.3,789.7
Liu,33.47,112.26,Temperate,Forest,Managed,NA,NA,1.4378,2012,-0.615,-0.768,-0.418,-0.177,15.32,14.82,14.75,0.285,0.282,23.87,0.68,2.67,2,Loamy sand,0,1,494.3,972.8
Ren,37.617,101.2,Temperate,Grassland,Managed,1136.12,NA,NA,2010,-0.949,-1.949,-1.566,-1.724,-1.76,1.15,0.95,0.387,0.373,26.63,0.88,2.08,2,Loamy sand,19,2,376.5,610.5
Ren,37.617,101.2,Temperate,Grassland,Managed,983.02,NA,NA,2011,-0.349,-0.964,-0.949,-1.949,-2.78,0.41,0.22,0.392,0.377,28.4,0.88,2.08,2,Loamy sand,19,2,356.8,568.2
Ren,37.617,101.2,Temperate,Grassland,Managed,1000.24,NA,NA,2012,0.529,0.151,-0.349,-0.964,-2.87,0.11,-0.08,0.387,0.371,28.48,0.88,2.08,2,Loamy sand,19,2,333.8,528.4
Moinet,-43.58,171.92,Temperate,Agriculture,Managed,NA,NA,4.64,2013,0.031,-0.113,-0.192,-0.081,10.82,11.68,11.65,0.331,0.327,39.91,0,3.07,2,Loamy sand,2,2,650.5,969.1
Moinet,-43.58,171.92,Temperate,Agriculture,Managed,NA,NA,5.75,2013,0.031,-0.113,-0.192,-0.081,10.82,11.68,11.65,0.331,0.327,39.91,0,3.07,2,Loamy sand,2,2,650.5,969.1
Zhou,21.933,101.25,Tropical,Forest,Unmanaged,1123,805,NA,2009,0.362,0.803,0.806,0.386,22.05,21.78,21.75,0.331,0.336,55.65,5.51,2.43,4,Silt loam,6,16,1314.1,2069.9
Zhou,21.933,101.25,Tropical,Forest,Unmanaged,980,736,NA,2010,-0.902,-0.42,0.362,0.803,22.58,22.37,22.34,0.336,0.333,58.51,5.51,2.43,4,Silt loam,6,16,1154.2,1895.8
Zhou,21.933,101.25,Tropical,Forest,Unmanaged,892,647,NA,2011,-0.246,-0.798,-0.902,-0.42,21,20.94,20.95,0.358,0.356,53.81,5.51,2.43,4,Silt loam,6,16,1272.5,2017.2
Lutes,43.55,-80.213,Temperate,Agriculture,Managed,NA,NA,1.1,2014,0.519,0.524,0.154,-0.532,6.01,8.12,8.02,0.334,0.333,29.78,2.4,2.99,2,Loamy sand,19,1,641.4,1106.3
Lutes,43.55,-80.213,Temperate,Agriculture,Managed,NA,NA,2.45,2014,0.519,0.524,0.154,-0.532,6.01,8.12,8.02,0.334,0.333,29.78,2.4,2.99,2,Loamy sand,19,1,641.4,1106.3
Xu,42.033,116.283,Temperate,Grassland,Managed,NA,NA,4.4,2011,-0.089,-0.524,-0.813,-1.378,2.6,3.55,3.25,0.276,0.262,14.19,2.26,1.65,2,Loamy sand,19,1,311.7,474.6
Xu,42.033,116.283,Temperate,Grassland,Managed,NA,NA,0.38,2011,-0.089,-0.524,-0.813,-1.378,2.6,3.55,3.25,0.276,0.262,14.19,2.26,1.65,2,Loamy sand,19,1,311.7,474.6
Xu,42.033,116.283,Temperate,Grassland,Managed,NA,NA,3.7,2012,-0.266,-0.159,-0.089,-0.524,1.43,4.19,3.78,0.268,0.25,18.18,2.26,1.65,2,Loamy sand,19,1,306.1,466.2
Xu,42.033,116.283,Temperate,Grassland,Managed,NA,NA,1.23,2012,-0.266,-0.159,-0.089,-0.524,1.43,4.19,3.78,0.268,0.25,18.18,2.26,1.65,2,Loamy sand,19,1,306.1,466.2
Waring,10.712,-85.551,Tropical,Forest,Managed,NA,NA,4.5,2014,-0.092,-0.262,-0.285,0.44,26.85,28.33,28.3,0.283,0.292,48.04,3.66,3.17,3,Sandy loam,19,1,859.8,1932
Waring,10.712,-85.551,Tropical,Forest,Managed,NA,NA,4.1,2014,-0.092,-0.262,-0.285,0.44,26.85,28.33,28.3,0.283,0.292,48.04,3.66,3.17,3,Sandy loam,19,1,859.8,1932
Waring,10.712,-85.551,Tropical,Forest,Managed,NA,NA,4.5,2014,-0.092,-0.262,-0.285,0.44,26.85,28.33,28.3,0.283,0.292,48.04,3.66,3.17,3,Sandy loam,19,1,859.8,1932
Akburak,41.17,29.76,Mediterranean,Forest,Unmanaged,580.35,NA,NA,2011,0.554,1.056,0.821,0.621,NA,NA,NA,NA,NA,NA,NA,NA,0,Reserved,0,0,NA,NA
Akburak,41.17,29.76,Mediterranean,Forest,Unmanaged,675.25,NA,NA,2012,-0.595,-0.032,0.554,1.056,NA,NA,NA,NA,NA,NA,NA,NA,0,Reserved,0,0,NA,NA
Grand,46.22,7.1,Boreal,Tundra,Managed,NA,NA,1.7,2012,-0.527,-0.486,-1.451,-0.916,4.94,5.35,5.31,0.402,0.405,68.4,4.4,2.41,2,Loamy sand,18,1,418.9,654.3
Grand,46.22,7.1,Boreal,Tundra,Managed,NA,NA,4.3,2012,-0.527,-0.486,-1.451,-0.916,4.94,5.35,5.31,0.402,0.405,68.4,4.4,2.41,2,Loamy sand,18,1,418.9,654.3
Grand,46.22,7.1,Boreal,Tundra,Managed,NA,NA,4.3,2012,-0.527,-0.486,-1.451,-0.916,4.94,5.35,5.31,0.402,0.405,68.4,4.4,2.41,2,Loamy sand,18,1,418.9,654.3
Grand,46.22,7.1,Boreal,Tundra,Managed,NA,NA,5.3,2012,-0.527,-0.486,-1.451,-0.916,4.94,5.35,5.31,0.402,0.405,68.4,4.4,2.41,2,Loamy sand,18,1,418.9,654.3
Grand,46.22,7.1,Boreal,Tundra,Managed,NA,NA,5.3,2012,-0.527,-0.486,-1.451,-0.916,4.94,5.35,5.31,0.402,0.405,68.4,4.4,2.41,2,Loamy sand,18,1,418.9,654.3
Grand,46.22,7.1,Boreal,Tundra,Managed,NA,NA,4.3,2012,-0.527,-0.486,-1.451,-0.916,4.94,5.35,5.31,0.402,0.405,68.4,4.4,2.41,2,Loamy sand,18,1,418.9,654.3
Grand,46.22,7.1,Boreal,Tundra,Managed,NA,NA,2.4,2012,-0.527,-0.486,-1.451,-0.916,4.94,5.35,5.31,0.402,0.405,68.4,4.4,2.41,2,Loamy sand,18,1,418.9,654.3
Grand,46.22,7.1,Boreal,Tundra,Managed,NA,NA,5.1,2012,-0.527,-0.486,-1.451,-0.916,4.94,5.35,5.31,0.402,0.405,68.4,4.4,2.41,2,Loamy sand,18,1,418.9,654.3
Grand,46.22,7.1,Boreal,Tundra,Managed,NA,NA,5.8,2012,-0.527,-0.486,-1.451,-0.916,4.94,5.35,5.31,0.402,0.405,68.4,4.4,2.41,2,Loamy sand,18,1,418.9,654.3
Grand,46.22,7.1,Boreal,Tundra,Managed,NA,NA,7.3,2012,-0.527,-0.486,-1.451,-0.916,4.94,5.35,5.31,0.402,0.405,68.4,4.4,2.41,2,Loamy sand,18,1,418.9,654.3
Balogh,46.69,19.6,Temperate,Grassland,Managed,NA,NA,7.7,2010,1.1,0.487,-0.687,-0.991,10.86,11.37,11.36,0.232,0.233,33.54,2.29,2.48,1,Sand,19,1,659,1185.8
Balogh,46.69,19.6,Temperate,Grassland,Managed,NA,NA,5.7,2010,1.1,0.487,-0.687,-0.991,10.86,11.37,11.36,0.232,0.233,33.54,2.29,2.48,1,Sand,19,1,659,1185.8
Balogh,46.69,19.6,Temperate,Grassland,Managed,NA,NA,3.2,2010,1.1,0.487,-0.687,-0.991,10.86,11.37,11.36,0.232,0.233,33.54,2.29,2.48,1,Sand,19,1,659,1185.8
Balogh,46.69,19.6,Temperate,Grassland,Managed,NA,NA,4.8,2010,1.1,0.487,-0.687,-0.991,10.86,11.37,11.36,0.232,0.233,33.54,2.29,2.48,1,Sand,19,1,659,1185.8
Balogh,46.69,19.6,Temperate,Grassland,Managed,NA,NA,3.8,2010,1.1,0.487,-0.687,-0.991,10.86,11.37,11.36,0.232,0.233,33.54,2.29,2.48,1,Sand,19,1,659,1185.8
Mukhopadhyay,23.73,86.32,Tropical,NA,Unmanaged,3182.61,NA,NA,2010,-1.113,-0.912,-0.08,1.135,26.28,28.07,27.97,0.244,0.242,25.77,2.37,1.72,2,Loamy sand,19,1,264.2,730.4
Lam,-36.75,142.116,Temperate,Agriculture,Managed,NA,NA,0.21,2008,-0.788,-1.379,-1.402,-1.377,14.81,16.68,16.7,0.349,0.338,12.5,1.38,2.06,4,Silt loam,4,4,509.5,778.1
Berryman,48.35,-116.833,Temperate,Forest,Managed,NA,NA,4.75,2007,-0.825,-0.073,0.631,0.292,6.57,7.27,7.27,0.309,0.309,27.43,4.2,0,2,Loamy sand,3,0,583.4,1130.9
Berryman,48.35,-116.833,Temperate,Forest,Managed,NA,NA,5.66,2007,-0.825,-0.073,0.631,0.292,6.57,7.27,7.27,0.309,0.309,27.43,4.2,0,2,Loamy sand,3,0,583.4,1130.9
Berryman,48.35,-116.833,Temperate,Forest,Managed,NA,NA,7.12,2007,-0.825,-0.073,0.631,0.292,6.57,7.27,7.27,0.309,0.309,27.43,4.2,0,2,Loamy sand,3,0,583.4,1130.9
Berryman,48.35,-116.833,Temperate,Forest,Managed,NA,NA,5.77,2007,-0.825,-0.073,0.631,0.292,6.57,7.27,7.27,0.309,0.309,27.43,4.2,0,2,Loamy sand,3,0,583.4,1130.9
Berryman,48.35,-116.833,Temperate,Forest,Managed,NA,NA,6.57,2007,-0.825,-0.073,0.631,0.292,6.57,7.27,7.27,0.309,0.309,27.43,4.2,0,2,Loamy sand,3,0,583.4,1130.9
Berryman,48.35,-116.833,Temperate,Forest,Managed,NA,NA,6.63,2007,-0.825,-0.073,0.631,0.292,6.57,7.27,7.27,0.309,0.309,27.43,4.2,0,2,Loamy sand,3,0,583.4,1130.9
Berryman,48.35,-116.833,Temperate,Forest,Managed,NA,NA,3.05,2007,-0.825,-0.073,0.631,0.292,6.57,7.27,7.27,0.309,0.309,27.43,4.2,0,2,Loamy sand,3,0,583.4,1130.9
Berryman,48.35,-116.833,Temperate,Forest,Managed,NA,NA,4.18,2007,-0.825,-0.073,0.631,0.292,6.57,7.27,7.27,0.309,0.309,27.43,4.2,0,2,Loamy sand,3,0,583.4,1130.9
Berryman,48.35,-116.833,Temperate,Forest,Managed,NA,NA,4.5,2007,-0.825,-0.073,0.631,0.292,6.57,7.27,7.27,0.309,0.309,27.43,4.2,0,2,Loamy sand,3,0,583.4,1130.9
Neumann,50,12,Temperate,Forest,Managed,NA,NA,1,2010,0.529,0.466,0.187,0.627,6,7.63,7.54,0.375,0.376,34.39,2.74,3.06,3,Sandy loam,19,1,573.1,1003.8
Neumann,50,12,Temperate,Forest,Managed,NA,NA,1.84,2010,0.529,0.466,0.187,0.627,6,7.63,7.54,0.375,0.376,34.39,2.74,3.06,3,Sandy loam,19,1,573.1,1003.8
Neumann,50,12,Temperate,Forest,Managed,NA,NA,0.53,2011,-0.084,0.208,0.529,0.466,7.93,8.67,8.63,0.355,0.352,25.56,2.74,3.06,3,Sandy loam,19,1,727.3,1223.9
Neumann,50,12,Temperate,Forest,Managed,NA,NA,1.69,2011,-0.084,0.208,0.529,0.466,7.93,8.67,8.63,0.355,0.352,25.56,2.74,3.06,3,Sandy loam,19,1,727.3,1223.9
Neumann,50,12,Temperate,Forest,Managed,NA,NA,0.95,2011,-0.084,0.208,0.529,0.466,7.93,8.67,8.63,0.355,0.352,25.56,2.74,3.06,3,Sandy loam,19,1,727.3,1223.9
Wang,33.533,118.6,Temperate,Forest,Managed,NA,NA,1.794,2010,-0.496,-1.361,-0.944,-0.699,15.5,17.33,17.33,0.257,0.246,32.03,0,0,3,Sandy loam,0,10,NA,NA
Wang,33.533,118.6,Temperate,Forest,Managed,NA,NA,1.34,2010,-0.496,-1.361,-0.944,-0.699,15.5,17.33,17.33,0.257,0.246,32.03,0,0,3,Sandy loam,0,10,NA,NA
